order_id,customer_id,order_date,status,region_code
502,150,2024-11-11 02:47:32,DELIVERED,WEST
503,482,26-07-2024,SHIPPED,EAST
504,13,2025-04-07 12:26:53,SHIPPED,WEST
505,454,2025-12-25 16:29:25,PLACED,SOUTH
506,97,2025-04-11 12:08:15,SHIPPED,WEST
507,320,2025-04-14 04:43:50,SHIPPED,NORTH
508,126,2025-11-09 19:09:08,CANCELLED,EAST
509,370,2025-03-03 23:46:16,SHIPPED,NORTH
510,445,2025-01-11 15:10:41,PLACED,SOUTH
511,123,2025-08-05 12:00:24,SHIPPED,NORTH
512,487,11-02-2025,RETURNED,SOUTH
513,92,2026-04-03 18:46:55,SHIPPED,WEST
514,347,2024-08-29 07:56:48,PLACED,NORTH
515,158,2025-11-10 05:37:02,RETURNED,NORTH
516,500,2025-01-28 07:29:37,DELIVERED,CENTRAL
517,356,2026-05-25 15:44:01,SHIPPED,NORTH
518,387,2025-05-08 21:23:06,SHIPPED,EAST
519,497,03-06-2026,CANCELLED,CENTRAL
520,502,2026-04-06 02:04:05,RETURNED,SOUTH
